DATE,FIPS,DS_TEMP_VARIATION_PREVIOUS_DAY,DS_DAILY_CLOUDCOVER,DS_WEATHER_ICON,DS_DAILY_LOW_TEMP,DS_DAILY_HIGH_TEMP,DS_DAILY_TOTAL_RAINFALL,STORE_BRAND_ID,TOTAL_TRAFFIC,DINEIN_TRAFFIC,DRIVETHRU_TRAFFIC
10/18/19,53033,-5.22,0.9,rain,39.24,44.24,0.04656,3-1101754,247,41,175
10/21/19,53033,5.95,0.92,rain,41.63,51.66,0.08961,31-Jan,178,128,0
10/21/19,53033,5.95,0.92,rain,41.63,51.66,0.08961,1-405,124,101,0
10/21/19,53033,5.95,0.92,rain,41.63,51.66,0.08961,1-755,442,338,0
10/21/19,53033,5.95,0.92,rain,41.63,51.66,0.08961,1-1162,89,82,0
10/21/19,53033,5.95,0.92,rain,41.63,51.66,0.08961,1-346,237,143,0
10/21/19,53033,5.95,0.92,rain,41.63,51.66,0.08961,1-602,244,201,0
10/21/19,53033,5.95,0.92,rain,41.63,51.66,0.08961,1-1589,146,78,0
10/21/19,53033,5.95,0.92,rain,41.63,51.66,0.08961,Jan-92,98,68,0
10/21/19,53033,5.95,0.92,rain,41.63,51.66,0.08961,Jan-48,167,101,0
10/21/19,53033,5.95,0.92,rain,41.63,51.66,0.08961,1-350,273,182,0
10/21/19,53033,5.95,0.92,rain,41.63,51.66,0.08961,1-532,172,61,0
10/21/19,53033,5.95,0.92,rain,41.63,51.66,0.08961,1-504,222,164,0
10/21/19,53033,5.95,0.92,rain,41.63,51.66,0.08961,1-347,195,119,0
10/21/19,53033,5.95,0.92,rain,41.63,51.66,0.08961,1-1401,210,124,0
10/21/19,53033,5.95,0.92,rain,41.63,51.66,0.08961,Jan-99,127,106,0
10/21/19,53033,5.95,0.92,rain,41.63,51.66,0.08961,1-352,343,273,0
10/21/19,53033,5.95,0.92,rain,41.63,51.66,0.08961,1-351,224,183,0
10/21/19,53033,5.95,0.92,rain,41.63,51.66,0.08961,1-1813,135,79,0
10/21/19,53033,5.95,0.92,rain,41.63,51.66,0.08961,Jan-65,256,165,0
10/21/19,53033,5.95,0.92,rain,41.63,51.66,0.08961,1-1066,312,248,0
10/21/19,53033,5.95,0.92,rain,41.63,51.66,0.08961,1-962,152,111,0
10/21/19,53033,5.95,0.92,rain,41.63,51.66,0.08961,1-983,294,233,0
10/21/19,53033,5.95,0.92,rain,41.63,51.66,0.08961,1-657,223,134,0
10/21/19,53033,5.95,0.92,rain,41.63,51.66,0.08961,1-1737,218,153,0
10/21/19,53033,5.95,0.92,rain,41.63,51.66,0.08961,Jan-78,294,119,0
10/21/19,53033,5.95,0.92,rain,41.63,51.66,0.08961,10-Jan,150,56,68
10/21/19,53033,5.95,0.92,rain,41.63,51.66,0.08961,1-1855,218,134,0
10/21/19,53033,5.95,0.92,rain,41.63,51.66,0.08961,Jan-81,105,69,0
10/21/19,53033,5.95,0.92,rain,41.63,51.66,0.08961,1-399,225,161,0
10/21/19,53033,5.95,0.92,rain,41.63,51.66,0.08961,1-1161,137,88,0
10/21/19,53033,5.95,0.92,rain,41.63,51.66,0.08961,1-325,316,220,0
10/21/19,53033,5.95,0.92,rain,41.63,51.66,0.08961,14-Jan,141,94,0
10/21/19,53033,5.95,0.92,rain,41.63,51.66,0.08961,1-1321,334,67,129
10/21/19,53033,5.95,0.92,rain,41.63,51.66,0.08961,3-1101688,194,38,136
10/21/19,53033,5.95,0.92,rain,41.63,51.66,0.08961,Jan-72,203,41,97
10/21/19,53033,5.95,0.92,rain,41.63,51.66,0.08961,Jan-71,298,71,112
10/21/19,53033,5.95,0.92,rain,41.63,51.66,0.08961,1-1627,217,120,0
10/21/19,53033,5.95,0.92,rain,41.63,51.66,0.08961,3-1101754,220,51,139
10/25/19,53033,-7.31,0.64,rain,39.91,51.57,0.01406,31-Jan,275,207,0
10/25/19,53033,-7.31,0.64,rain,39.91,51.57,0.01406,1-405,168,126,0
10/25/19,53033,-7.31,0.64,rain,39.91,51.57,0.01406,1-755,381,270,0
10/25/19,53033,-7.31,0.64,rain,39.91,51.57,0.01406,1-1162,105,100,0
10/25/19,53033,-7.31,0.64,rain,39.91,51.57,0.01406,1-602,264,219,0
10/25/19,53033,-7.31,0.64,rain,39.91,51.57,0.01406,1-1589,180,98,0
10/25/19,53033,-7.31,0.64,rain,39.91,51.57,0.01406,Jan-92,214,95,0
10/25/19,53033,-7.31,0.64,rain,39.91,51.57,0.01406,Jan-48,192,135,0
10/25/19,53033,-7.31,0.64,rain,39.91,51.57,0.01406,1-350,219,130,0
10/25/19,53033,-7.31,0.64,rain,39.91,51.57,0.01406,1-532,193,70,0
10/25/19,53033,-7.31,0.64,rain,39.91,51.57,0.01406,1-504,222,155,0
10/25/19,53033,-7.31,0.64,rain,39.91,51.57,0.01406,1-347,219,125,0
10/25/19,53033,-7.31,0.64,rain,39.91,51.57,0.01406,1-1401,205,134,0
10/25/19,53033,-7.31,0.64,rain,39.91,51.57,0.01406,Jan-99,217,170,0
10/25/19,53033,-7.31,0.64,rain,39.91,51.57,0.01406,1-352,321,233,0
10/25/19,53033,-7.31,0.64,rain,39.91,51.57,0.01406,1-351,262,213,0
10/25/19,53033,-7.31,0.64,rain,39.91,51.57,0.01406,1-1813,132,79,0
10/25/19,53033,-7.31,0.64,rain,39.91,51.57,0.01406,Jan-65,204,131,0
10/25/19,53033,-7.31,0.64,rain,39.91,51.57,0.01406,1-1066,296,226,0
10/25/19,53033,-7.31,0.64,rain,39.91,51.57,0.01406,1-962,130,94,0
10/25/19,53033,-7.31,0.64,rain,39.91,51.57,0.01406,1-983,259,199,0
10/25/19,53033,-7.31,0.64,rain,39.91,51.57,0.01406,1-657,241,139,0
10/25/19,53033,-7.31,0.64,rain,39.91,51.57,0.01406,1-1737,222,138,0
10/25/19,53033,-7.31,0.64,rain,39.91,51.57,0.01406,Jan-78,281,114,0
10/25/19,53033,-7.31,0.64,rain,39.91,51.57,0.01406,10-Jan,188,67,81
10/25/19,53033,-7.31,0.64,rain,39.91,51.57,0.01406,1-1855,261,162,0
10/25/19,53033,-7.31,0.64,rain,39.91,51.57,0.01406,Jan-81,163,117,0
10/25/19,53033,-7.31,0.64,rain,39.91,51.57,0.01406,1-399,238,172,0
10/25/19,53033,-7.31,0.64,rain,39.91,51.57,0.01406,1-1161,153,89,0
10/25/19,53033,-7.31,0.64,rain,39.91,51.57,0.01406,1-325,272,161,0
10/25/19,53033,-7.31,0.64,rain,39.91,51.57,0.01406,14-Jan,138,94,0
10/25/19,53033,-7.31,0.64,rain,39.91,51.57,0.01406,1-1321,382,74,149
10/25/19,53033,-7.31,0.64,rain,39.91,51.57,0.01406,3-1101688,264,50,189
10/25/19,53033,-7.31,0.64,rain,39.91,51.57,0.01406,Jan-72,226,60,100
10/25/19,53033,-7.31,0.64,rain,39.91,51.57,0.01406,Jan-71,328,66,129
10/25/19,53033,-7.31,0.64,rain,39.91,51.57,0.01406,1-1627,244,126,0
10/25/19,53033,-7.31,0.64,rain,39.91,51.57,0.01406,3-1101754,323,66,211
11/9/19,53033,-8.43,0.93,rain,40.53,50.52,0.0114,31-Jan,230,185,0
11/9/19,53033,-8.43,0.93,rain,40.53,50.52,0.0114,1-405,118,93,0
11/9/19,53033,-8.43,0.93,rain,40.53,50.52,0.0114,1-755,100,72,0
11/9/19,53033,-8.43,0.93,rain,40.53,50.52,0.0114,1-1162,148,144,0
11/9/19,53033,-8.43,0.93,rain,40.53,50.52,0.0114,1-1589,78,63,0
11/9/19,53033,-8.43,0.93,rain,40.53,50.52,0.0114,Jan-92,84,65,0
11/9/19,53033,-8.43,0.93,rain,40.53,50.52,0.0114,Jan-48,133,113,0
11/9/19,53033,-8.43,0.93,rain,40.53,50.52,0.0114,1-350,80,60,0
11/9/19,53033,-8.43,0.93,rain,40.53,50.52,0.0114,1-532,112,69,0
11/9/19,53033,-8.43,0.93,rain,40.53,50.52,0.0114,1-504,98,82,0
11/9/19,53033,-8.43,0.93,rain,40.53,50.52,0.0114,1-347,115,60,0
11/9/19,53033,-8.43,0.93,rain,40.53,50.52,0.0114,1-1401,109,86,0
11/9/19,53033,-8.43,0.93,rain,40.53,50.52,0.0114,Jan-99,113,94,0
11/9/19,53033,-8.43,0.93,rain,40.53,50.52,0.0114,1-352,103,89,0
11/9/19,53033,-8.43,0.93,rain,40.53,50.52,0.0114,1-351,200,173,0
11/9/19,53033,-8.43,0.93,rain,40.53,50.52,0.0114,1-1813,133,101,0
11/9/19,53033,-8.43,0.93,rain,40.53,50.52,0.0114,Jan-65,93,76,0
11/9/19,53033,-8.43,0.93,rain,40.53,50.52,0.0114,1-1066,159,133,0
11/9/19,53033,-8.43,0.93,rain,40.53,50.52,0.0114,1-962,77,62,0
11/9/19,53033,-8.43,0.93,rain,40.53,50.52,0.0114,1-657,103,65,0
11/9/19,53033,-8.43,0.93,rain,40.53,50.52,0.0114,1-1737,129,104,0
11/9/19,53033,-8.43,0.93,rain,40.53,50.52,0.0114,Jan-78,87,66,0
11/9/19,53033,-8.43,0.93,rain,40.53,50.52,0.0114,10-Jan,143,57,55
11/9/19,53033,-8.43,0.93,rain,40.53,50.52,0.0114,1-1855,182,151,0
11/9/19,53033,-8.43,0.93,rain,40.53,50.52,0.0114,Jan-81,157,106,0
11/9/19,53033,-8.43,0.93,rain,40.53,50.52,0.0114,1-399,196,160,0
11/9/19,53033,-8.43,0.93,rain,40.53,50.52,0.0114,1-1161,78,63,0
11/9/19,53033,-8.43,0.93,rain,40.53,50.52,0.0114,1-1321,141,42,67
11/9/19,53033,-8.43,0.93,rain,40.53,50.52,0.0114,3-1101688,264,52,176
11/9/19,53033,-8.43,0.93,rain,40.53,50.52,0.0114,Jan-72,109,29,54
11/9/19,53033,-8.43,0.93,rain,40.53,50.52,0.0114,Jan-71,147,40,66
11/9/19,53033,-8.43,0.93,rain,40.53,50.52,0.0114,1-1627,147,103,0
11/9/19,53033,-8.43,0.93,rain,40.53,50.52,0.0114,3-1101754,226,41,160
11/25/19,53033,-9.16,0.81,rain,28.78,36.41,0.01722,31-Jan,238,177,0
11/25/19,53033,-9.16,0.81,rain,28.78,36.41,0.01722,1-405,172,129,0
11/25/19,53033,-9.16,0.81,rain,28.78,36.41,0.01722,1-755,436,302,0
11/25/19,53033,-9.16,0.81,rain,28.78,36.41,0.01722,1-1162,58,50,0
11/25/19,53033,-9.16,0.81,rain,28.78,36.41,0.01722,1-602,274,233,0
11/25/19,53033,-9.16,0.81,rain,28.78,36.41,0.01722,1-1589,193,115,0
11/25/19,53033,-9.16,0.81,rain,28.78,36.41,0.01722,Jan-92,223,118,0
11/25/19,53033,-9.16,0.81,rain,28.78,36.41,0.01722,Jan-48,150,105,0
11/25/19,53033,-9.16,0.81,rain,28.78,36.41,0.01722,1-350,286,174,0
11/25/19,53033,-9.16,0.81,rain,28.78,36.41,0.01722,1-532,182,73,0
11/25/19,53033,-9.16,0.81,rain,28.78,36.41,0.01722,1-504,227,156,0
11/25/19,53033,-9.16,0.81,rain,28.78,36.41,0.01722,1-347,233,157,0
11/25/19,53033,-9.16,0.81,rain,28.78,36.41,0.01722,1-1401,210,133,0
11/25/19,53033,-9.16,0.81,rain,28.78,36.41,0.01722,Jan-99,140,105,0
11/25/19,53033,-9.16,0.81,rain,28.78,36.41,0.01722,1-352,374,290,0
11/25/19,53033,-9.16,0.81,rain,28.78,36.41,0.01722,1-351,249,198,0
11/25/19,53033,-9.16,0.81,rain,28.78,36.41,0.01722,1-1813,161,95,0
11/25/19,53033,-9.16,0.81,rain,28.78,36.41,0.01722,Jan-65,206,117,0
11/25/19,53033,-9.16,0.81,rain,28.78,36.41,0.01722,1-1066,362,268,0
11/25/19,53033,-9.16,0.81,rain,28.78,36.41,0.01722,1-962,119,92,0
11/25/19,53033,-9.16,0.81,rain,28.78,36.41,0.01722,1-983,283,210,0
11/25/19,53033,-9.16,0.81,rain,28.78,36.41,0.01722,1-657,199,108,0
11/25/19,53033,-9.16,0.81,rain,28.78,36.41,0.01722,1-1737,215,149,0
11/25/19,53033,-9.16,0.81,rain,28.78,36.41,0.01722,Jan-78,316,117,0
11/25/19,53033,-9.16,0.81,rain,28.78,36.41,0.01722,10-Jan,158,56,80
11/25/19,53033,-9.16,0.81,rain,28.78,36.41,0.01722,1-1855,237,139,0
11/25/19,53033,-9.16,0.81,rain,28.78,36.41,0.01722,Jan-81,122,85,0
11/25/19,53033,-9.16,0.81,rain,28.78,36.41,0.01722,1-399,229,149,0
11/25/19,53033,-9.16,0.81,rain,28.78,36.41,0.01722,1-1161,125,75,0
11/25/19,53033,-9.16,0.81,rain,28.78,36.41,0.01722,1-325,317,210,0
11/25/19,53033,-9.16,0.81,rain,28.78,36.41,0.01722,1-1321,338,55,128
11/25/19,53033,-9.16,0.81,rain,28.78,36.41,0.01722,3-1101688,223,43,151
11/25/19,53033,-9.16,0.81,rain,28.78,36.41,0.01722,Jan-72,209,49,98
11/25/19,53033,-9.16,0.81,rain,28.78,36.41,0.01722,Jan-71,302,58,131
11/25/19,53033,-9.16,0.81,rain,28.78,36.41,0.01722,1-1627,236,142,0
11/25/19,53033,-9.16,0.81,rain,28.78,36.41,0.01722,3-1101754,190,27,140
11/27/19,53033,-1.13,0.63,partly-cloudy-day,27.12,35.21,0.00022,31-Jan,260,207,0
11/27/19,53033,-1.13,0.63,partly-cloudy-day,27.12,35.21,0.00022,1-405,141,109,0
11/27/19,53033,-1.13,0.63,partly-cloudy-day,27.12,35.21,0.00022,1-755,297,216,0
11/27/19,53033,-1.13,0.63,partly-cloudy-day,27.12,35.21,0.00022,1-1162,64,55,0
11/27/19,53033,-1.13,0.63,partly-cloudy-day,27.12,35.21,0.00022,1-602,186,160,0
11/27/19,53033,-1.13,0.63,partly-cloudy-day,27.12,35.21,0.00022,1-1589,131,77,0
11/27/19,53033,-1.13,0.63,partly-cloudy-day,27.12,35.21,0.00022,Jan-92,177,99,0
11/27/19,53033,-1.13,0.63,partly-cloudy-day,27.12,35.21,0.00022,Jan-48,144,103,0
11/27/19,53033,-1.13,0.63,partly-cloudy-day,27.12,35.21,0.00022,1-350,186,132,0
11/27/19,53033,-1.13,0.63,partly-cloudy-day,27.12,35.21,0.00022,1-532,183,96,0
11/27/19,53033,-1.13,0.63,partly-cloudy-day,27.12,35.21,0.00022,1-504,190,140,0
11/27/19,53033,-1.13,0.63,partly-cloudy-day,27.12,35.21,0.00022,1-347,174,122,0
11/27/19,53033,-1.13,0.63,partly-cloudy-day,27.12,35.21,0.00022,1-1401,144,108,0
11/27/19,53033,-1.13,0.63,partly-cloudy-day,27.12,35.21,0.00022,Jan-99,143,120,0
11/27/19,53033,-1.13,0.63,partly-cloudy-day,27.12,35.21,0.00022,1-352,223,180,0
11/27/19,53033,-1.13,0.63,partly-cloudy-day,27.12,35.21,0.00022,1-351,224,189,0
11/27/19,53033,-1.13,0.63,partly-cloudy-day,27.12,35.21,0.00022,1-1813,144,90,0
11/27/19,53033,-1.13,0.63,partly-cloudy-day,27.12,35.21,0.00022,Jan-65,144,85,0
11/27/19,53033,-1.13,0.63,partly-cloudy-day,27.12,35.21,0.00022,1-1066,228,174,0
11/27/19,53033,-1.13,0.63,partly-cloudy-day,27.12,35.21,0.00022,1-962,102,70,0
11/27/19,53033,-1.13,0.63,partly-cloudy-day,27.12,35.21,0.00022,1-983,210,153,0
11/27/19,53033,-1.13,0.63,partly-cloudy-day,27.12,35.21,0.00022,1-657,192,124,0
11/27/19,53033,-1.13,0.63,partly-cloudy-day,27.12,35.21,0.00022,1-1737,162,123,0
11/27/19,53033,-1.13,0.63,partly-cloudy-day,27.12,35.21,0.00022,Jan-78,303,131,0
11/27/19,53033,-1.13,0.63,partly-cloudy-day,27.12,35.21,0.00022,10-Jan,179,80,79
11/27/19,53033,-1.13,0.63,partly-cloudy-day,27.12,35.21,0.00022,1-1855,210,121,0
11/27/19,53033,-1.13,0.63,partly-cloudy-day,27.12,35.21,0.00022,Jan-81,136,94,0
11/27/19,53033,-1.13,0.63,partly-cloudy-day,27.12,35.21,0.00022,1-399,211,160,0
11/27/19,53033,-1.13,0.63,partly-cloudy-day,27.12,35.21,0.00022,1-1161,99,69,0
11/27/19,53033,-1.13,0.63,partly-cloudy-day,27.12,35.21,0.00022,1-325,172,126,0
11/27/19,53033,-1.13,0.63,partly-cloudy-day,27.12,35.21,0.00022,1-1321,304,58,130
11/27/19,53033,-1.13,0.63,partly-cloudy-day,27.12,35.21,0.00022,3-1101688,298,56,206
11/27/19,53033,-1.13,0.63,partly-cloudy-day,27.12,35.21,0.00022,Jan-72,149,32,77
11/27/19,53033,-1.13,0.63,partly-cloudy-day,27.12,35.21,0.00022,Jan-71,300,57,114
11/27/19,53033,-1.13,0.63,partly-cloudy-day,27.12,35.21,0.00022,1-1627,210,125,0
11/27/19,53033,-1.13,0.63,partly-cloudy-day,27.12,35.21,0.00022,3-1101754,259,43,193
12/9/19,53033,-0.77,0.34,partly-cloudy-day,29.97,42.85,0.00012,31-Jan,229,185,0
12/9/19,53033,-0.77,0.34,partly-cloudy-day,29.97,42.85,0.00012,1-405,163,120,0
12/9/19,53033,-0.77,0.34,partly-cloudy-day,29.97,42.85,0.00012,1-755,432,296,0
12/9/19,53033,-0.77,0.34,partly-cloudy-day,29.97,42.85,0.00012,1-1162,92,86,0
12/9/19,53033,-0.77,0.34,partly-cloudy-day,29.97,42.85,0.00012,1-602,256,216,0
12/9/19,53033,-0.77,0.34,partly-cloudy-day,29.97,42.85,0.00012,1-1589,172,85,0
12/9/19,53033,-0.77,0.34,partly-cloudy-day,29.97,42.85,0.00012,Jan-92,238,124,0
12/9/19,53033,-0.77,0.34,partly-cloudy-day,29.97,42.85,0.00012,Jan-48,152,95,0
12/9/19,53033,-0.77,0.34,partly-cloudy-day,29.97,42.85,0.00012,1-350,284,174,0
12/9/19,53033,-0.77,0.34,partly-cloudy-day,29.97,42.85,0.00012,1-532,215,107,0
12/9/19,53033,-0.77,0.34,partly-cloudy-day,29.97,42.85,0.00012,1-504,251,175,0
12/9/19,53033,-0.77,0.34,partly-cloudy-day,29.97,42.85,0.00012,1-347,237,154,0
12/9/19,53033,-0.77,0.34,partly-cloudy-day,29.97,42.85,0.00012,1-1401,189,125,0
12/9/19,53033,-0.77,0.34,partly-cloudy-day,29.97,42.85,0.00012,Jan-99,137,110,0
12/9/19,53033,-0.77,0.34,partly-cloudy-day,29.97,42.85,0.00012,1-352,352,274,0
12/9/19,53033,-0.77,0.34,partly-cloudy-day,29.97,42.85,0.00012,1-351,222,191,0
12/9/19,53033,-0.77,0.34,partly-cloudy-day,29.97,42.85,0.00012,1-1813,155,96,0
12/9/19,53033,-0.77,0.34,partly-cloudy-day,29.97,42.85,0.00012,Jan-65,222,138,0
12/9/19,53033,-0.77,0.34,partly-cloudy-day,29.97,42.85,0.00012,1-1066,333,242,0
12/9/19,53033,-0.77,0.34,partly-cloudy-day,29.97,42.85,0.00012,1-962,129,91,0
12/9/19,53033,-0.77,0.34,partly-cloudy-day,29.97,42.85,0.00012,1-983,283,228,0
12/9/19,53033,-0.77,0.34,partly-cloudy-day,29.97,42.85,0.00012,1-657,234,127,0
12/9/19,53033,-0.77,0.34,partly-cloudy-day,29.97,42.85,0.00012,1-1737,189,120,0
12/9/19,53033,-0.77,0.34,partly-cloudy-day,29.97,42.85,0.00012,Jan-78,310,131,0
12/9/19,53033,-0.77,0.34,partly-cloudy-day,29.97,42.85,0.00012,10-Jan,165,58,79
12/9/19,53033,-0.77,0.34,partly-cloudy-day,29.97,42.85,0.00012,1-1855,290,184,0
12/9/19,53033,-0.77,0.34,partly-cloudy-day,29.97,42.85,0.00012,Jan-81,130,86,0
12/9/19,53033,-0.77,0.34,partly-cloudy-day,29.97,42.85,0.00012,1-399,227,157,0
12/9/19,53033,-0.77,0.34,partly-cloudy-day,29.97,42.85,0.00012,1-1161,136,89,0
12/9/19,53033,-0.77,0.34,partly-cloudy-day,29.97,42.85,0.00012,1-325,324,225,0
12/9/19,53033,-0.77,0.34,partly-cloudy-day,29.97,42.85,0.00012,1-1321,377,80,140
12/9/19,53033,-0.77,0.34,partly-cloudy-day,29.97,42.85,0.00012,3-1101688,208,59,122
12/9/19,53033,-0.77,0.34,partly-cloudy-day,29.97,42.85,0.00012,Jan-72,214,46,99
12/9/19,53033,-0.77,0.34,partly-cloudy-day,29.97,42.85,0.00012,Jan-71,323,51,126
12/9/19,53033,-0.77,0.34,partly-cloudy-day,29.97,42.85,0.00012,1-1627,235,129,0
12/9/19,53033,-0.77,0.34,partly-cloudy-day,29.97,42.85,0.00012,3-1101754,179,23,136
12/14/19,53033,-3.02,0.83,rain,31.01,37.48,0.00363,31-Jan,276,226,0
12/14/19,53033,-3.02,0.83,rain,31.01,37.48,0.00363,1-405,130,103,0
12/14/19,53033,-3.02,0.83,rain,31.01,37.48,0.00363,1-755,79,56,0
12/14/19,53033,-3.02,0.83,rain,31.01,37.48,0.00363,1-1162,124,116,0
12/14/19,53033,-3.02,0.83,rain,31.01,37.48,0.00363,1-1589,92,71,0
12/14/19,53033,-3.02,0.83,rain,31.01,37.48,0.00363,Jan-92,91,75,0
12/14/19,53033,-3.02,0.83,rain,31.01,37.48,0.00363,Jan-48,126,112,0
12/14/19,53033,-3.02,0.83,rain,31.01,37.48,0.00363,1-350,120,96,0
12/14/19,53033,-3.02,0.83,rain,31.01,37.48,0.00363,1-532,102,55,0
12/14/19,53033,-3.02,0.83,rain,31.01,37.48,0.00363,1-504,78,69,0
12/14/19,53033,-3.02,0.83,rain,31.01,37.48,0.00363,1-347,71,47,0
12/14/19,53033,-3.02,0.83,rain,31.01,37.48,0.00363,1-1401,93,78,0
12/14/19,53033,-3.02,0.83,rain,31.01,37.48,0.00363,Jan-99,138,116,0
12/14/19,53033,-3.02,0.83,rain,31.01,37.48,0.00363,1-352,129,109,0
12/14/19,53033,-3.02,0.83,rain,31.01,37.48,0.00363,1-351,235,210,0
12/14/19,53033,-3.02,0.83,rain,31.01,37.48,0.00363,1-1813,128,102,0
12/14/19,53033,-3.02,0.83,rain,31.01,37.48,0.00363,Jan-65,79,70,0
12/14/19,53033,-3.02,0.83,rain,31.01,37.48,0.00363,1-1066,147,122,0
12/14/19,53033,-3.02,0.83,rain,31.01,37.48,0.00363,1-962,79,65,0
12/14/19,53033,-3.02,0.83,rain,31.01,37.48,0.00363,1-657,127,66,0
12/14/19,53033,-3.02,0.83,rain,31.01,37.48,0.00363,1-1737,120,88,0
12/14/19,53033,-3.02,0.83,rain,31.01,37.48,0.00363,Jan-78,76,63,0
12/14/19,53033,-3.02,0.83,rain,31.01,37.48,0.00363,10-Jan,140,52,59
12/14/19,53033,-3.02,0.83,rain,31.01,37.48,0.00363,1-1855,218,176,0
12/14/19,53033,-3.02,0.83,rain,31.01,37.48,0.00363,Jan-81,128,97,0
12/14/19,53033,-3.02,0.83,rain,31.01,37.48,0.00363,1-399,193,164,0
12/14/19,53033,-3.02,0.83,rain,31.01,37.48,0.00363,1-1161,86,67,0
12/14/19,53033,-3.02,0.83,rain,31.01,37.48,0.00363,1-1321,140,27,83
12/14/19,53033,-3.02,0.83,rain,31.01,37.48,0.00363,3-1101688,258,67,163
12/14/19,53033,-3.02,0.83,rain,31.01,37.48,0.00363,Jan-72,118,36,60
12/14/19,53033,-3.02,0.83,rain,31.01,37.48,0.00363,Jan-71,113,26,55
12/14/19,53033,-3.02,0.83,rain,31.01,37.48,0.00363,1-1627,168,109,0
12/14/19,53033,-3.02,0.83,rain,31.01,37.48,0.00363,3-1101754,272,43,190
12/20/19,53033,3.17,0.95,rain,39.79,44.36,0.16394,31-Jan,280,217,0
12/20/19,53033,3.17,0.95,rain,39.79,44.36,0.16394,1-405,161,110,0
12/20/19,53033,3.17,0.95,rain,39.79,44.36,0.16394,1-755,327,202,0
12/20/19,53033,3.17,0.95,rain,39.79,44.36,0.16394,1-1162,149,142,0
12/20/19,53033,3.17,0.95,rain,39.79,44.36,0.16394,1-602,261,215,0
12/20/19,53033,3.17,0.95,rain,39.79,44.36,0.16394,1-1589,89,52,0
12/20/19,53033,3.17,0.95,rain,39.79,44.36,0.16394,Jan-92,185,94,0
12/20/19,53033,3.17,0.95,rain,39.79,44.36,0.16394,Jan-48,183,129,0
12/20/19,53033,3.17,0.95,rain,39.79,44.36,0.16394,1-350,236,119,0
12/20/19,53033,3.17,0.95,rain,39.79,44.36,0.16394,1-532,206,85,0
12/20/19,53033,3.17,0.95,rain,39.79,44.36,0.16394,1-504,202,134,0
12/20/19,53033,3.17,0.95,rain,39.79,44.36,0.16394,1-347,129,59,0
12/20/19,53033,3.17,0.95,rain,39.79,44.36,0.16394,1-1401,182,132,0
12/20/19,53033,3.17,0.95,rain,39.79,44.36,0.16394,Jan-99,165,125,0
12/20/19,53033,3.17,0.95,rain,39.79,44.36,0.16394,1-352,299,224,0
12/20/19,53033,3.17,0.95,rain,39.79,44.36,0.16394,1-351,272,217,0
12/20/19,53033,3.17,0.95,rain,39.79,44.36,0.16394,1-1813,144,74,0
12/20/19,53033,3.17,0.95,rain,39.79,44.36,0.16394,Jan-65,145,74,0
12/20/19,53033,3.17,0.95,rain,39.79,44.36,0.16394,1-1066,341,244,0
12/20/19,53033,3.17,0.95,rain,39.79,44.36,0.16394,1-962,139,94,0
12/20/19,53033,3.17,0.95,rain,39.79,44.36,0.16394,1-983,209,145,0
12/20/19,53033,3.17,0.95,rain,39.79,44.36,0.16394,1-657,224,115,0
12/20/19,53033,3.17,0.95,rain,39.79,44.36,0.16394,1-1737,191,121,0
12/20/19,53033,3.17,0.95,rain,39.79,44.36,0.16394,Jan-78,299,113,0
12/20/19,53033,3.17,0.95,rain,39.79,44.36,0.16394,10-Jan,194,62,91
12/20/19,53033,3.17,0.95,rain,39.79,44.36,0.16394,1-1855,299,182,0
12/20/19,53033,3.17,0.95,rain,39.79,44.36,0.16394,Jan-81,128,84,0
12/20/19,53033,3.17,0.95,rain,39.79,44.36,0.16394,1-399,209,150,0
12/20/19,53033,3.17,0.95,rain,39.79,44.36,0.16394,1-1161,118,65,0
12/20/19,53033,3.17,0.95,rain,39.79,44.36,0.16394,1-325,215,136,0
12/20/19,53033,3.17,0.95,rain,39.79,44.36,0.16394,1-1321,315,57,122
12/20/19,53033,3.17,0.95,rain,39.79,44.36,0.16394,3-1101688,284,50,186
12/20/19,53033,3.17,0.95,rain,39.79,44.36,0.16394,Jan-72,230,55,93
12/20/19,53033,3.17,0.95,rain,39.79,44.36,0.16394,Jan-71,273,38,105
12/20/19,53033,3.17,0.95,rain,39.79,44.36,0.16394,1-1627,205,103,0
12/20/19,53033,3.17,0.95,rain,39.79,44.36,0.16394,3-1101754,245,50,160
12/24/19,53033,-1.75,0.61,snow,23.85,36.29,0.00075,31-Jan,126,106,0
12/24/19,53033,-1.75,0.61,snow,23.85,36.29,0.00075,1-405,72,59,0
12/24/19,53033,-1.75,0.61,snow,23.85,36.29,0.00075,1-755,112,82,0
12/24/19,53033,-1.75,0.61,snow,23.85,36.29,0.00075,1-1162,86,78,0
12/24/19,53033,-1.75,0.61,snow,23.85,36.29,0.00075,1-602,110,101,0
12/24/19,53033,-1.75,0.61,snow,23.85,36.29,0.00075,1-1589,56,34,0
12/24/19,53033,-1.75,0.61,snow,23.85,36.29,0.00075,Jan-92,58,38,0
12/24/19,53033,-1.75,0.61,snow,23.85,36.29,0.00075,Jan-48,58,44,0
12/24/19,53033,-1.75,0.61,snow,23.85,36.29,0.00075,1-350,66,48,0
12/24/19,53033,-1.75,0.61,snow,23.85,36.29,0.00075,1-532,65,43,0
12/24/19,53033,-1.75,0.61,snow,23.85,36.29,0.00075,1-504,70,51,0
